,index,tconst,primaryTitle,startYear,genres,directorNames,averageRating,numRatings,weightedRating,worldwideBoxOffice
0,8827,tt32558992,Heart Eyes,2025,"Comedy,Horror,Mystery",Josh Ruben,6.1,17082,0.0369063907111,32947032
1,5891,tt29603959,Novocaine,2025,"Action,Comedy,Thriller","Dan Berk,Robert Olsen",6.5,31545,0.072623455783969,34208050
2,12386,tt34604827,Fire,2025,Crime,Jsk Satish Kumar,5.5,10403,0.020265359415065,
3,5507,tt30988739,Black Bag,2025,"Drama,Mystery,Romance",Steven Soderbergh,6.8,33409,0.080464702845259,39284035
4,9894,tt34956443,Ne Zha 2,2025,"Action,Adventure,Animation",Yu Yang,8.2,10405,0.0302196172546863,1898636144
5,10081,tt23476986,G20,2025,"Action,Thriller",Patricia Riggen,5.1,16106,0.0290931598676795,
6,5621,tt27922706,Chhaava,2025,"Action,Drama,History",Laxman Utekar,7.4,29885,0.0783281740281599,8219603
7,9207,tt31434639,Warfare,2025,"Action,Drama,War","Alex Garland,None",7.9,12249,0.0342736808622257,28789466
8,8186,tt32730754,Chasing the Wind,2025,"Drama,Romance",Engin Erden,6.2,19132,0.042013134484632,3533057
9,7664,tt9150192,A Working Man,2025,"Action,Thriller",David Ayer,5.8,22829,0.0468973069394634,98474215
10,7277,tt14209618,Game Changer,2025,"Action,Drama,Thriller",S. Shankar,5.3,27270,0.0511910491137829,2849061
11,8765,tt30798612,Crazxy,2025,Thriller,Girish Kohli,7.0,15045,0.0373012387475216,
12,10014,tt32080876,Dragon,2025,"Comedy,Drama,Romance",Ashwath Marimuthu,7.9,10553,0.0295281373286854,
13,7865,tt10078772,Flight Risk,2025,"Action,Crime,Drama",Mel Gibson,5.2,24382,0.0449061366029414,44379932
14,7495,tt21227864,You're Cordially Invited,2025,Comedy,Nicholas Stoller,5.5,24965,0.0486325769294528,
15,14745,tt30422937,Nadaaniyan,2025,"Drama,Romance",Shauna Gautam,2.9,14594,0.0149901287282519,
16,11187,tt31190632,October 8,2025,Documentary,Wendy Sachs,4.3,15858,0.0241518215776503,1356192
17,12347,tt21279420,Emergency,2025,"Biography,Drama,History",Kangana Ranaut,5.2,11052,0.0203552875783655,
18,8443,tt33305312,Borbaad,2025,"Action,Romance,Thriller",Mehedi Hassan Hridoy,7.5,15011,0.0398752951744087,
19,10442,tt32221196,One of Them Days,2025,Comedy,Lawrence Lamont,6.6,11702,0.0273550209603103,51880469
20,7533,tt2172954,The Life List,2025,"Comedy,Drama,Romance",Adam Brooks,6.9,19704,0.0481544594515505,
21,2970,tt6208148,Snow White,2025,"Adventure,Family,Fantasy",Marc Webb,1.6,344937,0.1954757045412922,202471217
22,7155,tt4216984,Wolf Man,2025,Horror,,5.6,26474,0.0525098302214363,34151721
23,9839,tt31116092,14 Days: Girlfriend Intlo,2025,Comedy,Sriharsha Manne,7.4,11647,0.0305266268330593,
24,10859,tt30253036,Kinda Pregnant,2025,"Comedy,Drama",Tyler Spindel,4.9,14673,0.0254652544566081,
25,12468,tt9603060,Star Trek: Section 31,2025,"Action,Adventure,Drama",Olatunde Osunsanmi,3.8,14893,0.0200446652892179,
26,6734,tt27852049,Deva,2025,"Action,Crime,Drama",Rosshan Andrrews,6.8,24020,0.0578515418702482,
27,2354,tt12299608,Mickey 17,2025,"Adventure,Comedy,Fantasy",Bong Joon Ho,6.9,105087,0.2568213398490201,131847147
28,7202,tt32063050,Bridget Jones: Mad About the Boy,2025,"Comedy,Drama,Romance",Michael Morris,6.7,21931,0.052043471762918,134865435
29,9430,tt0899043,The Amateur,2025,"Action,Thriller",James Hawes,6.7,13895,0.0329736008456406,88588091
30,8828,tt14403504,Last Breath,2025,"Drama,Thriller",Alex Parkinson,6.6,15781,0.0368902397688137,23846268
31,2758,tt26584495,Companion,2025,"Sci-Fi,Thriller",Drew Hancock,7.0,86594,0.2146934840879287,36709101
32,9158,tt32284154,Rekhachithram,2025,"Drama,Mystery,Thriller",Jofin T. Chacko,8.0,12221,0.0346281869616644,1747519
33,12343,tt3045628,Holland,2025,Thriller,Mimi Cave,5.0,11502,0.0203693133966668,
34,2888,tt14513804,Captain America: Brave New World,2025,"Action,Adventure,Sci-Fi",Julius Onah,5.8,98530,0.2024088507050389,414990124
35,20940,tt35295730,A Business Proposal,2025,"Comedy,Drama,Romance",Rako Prijanto,1.0,22468,0.0079578809493359,
36,4399,tt21191806,Back in Action,2025,"Action,Comedy",Seth Gordon,5.9,54198,0.1132578452458362,
37,8157,tt27679608,Fateh,2025,"Action,Crime,Thriller",Sonu Sood,6.3,18942,0.0422668034509803,
38,12248,tt35217961,Baida,2025,"Adventure,Sci-Fi,Thriller",Puneet Sharma,5.7,10242,0.0206772438621,
39,5386,tt27714946,The Monkey,2025,Horror,Osgood Perkins,6.0,39308,0.083534373604192,68752066
40,10431,tt27056066,Sky Force,2025,"Action,Thriller","Abhishek Anil Kapur,Sandeep Kewlani",6.9,11217,0.0274131431013013,
41,6689,tt8008948,Den of Thieves: Pantera,2025,"Action,Crime,Drama",Christian Gudegast,6.3,26226,0.0585201767134098,57296829
42,4046,tt7766378,The Electric State,2025,"Action,Adventure,Comedy","Anthony Russo,Joe Russo",5.9,61391,0.1282890951231989,
43,3678,tt3566834,A Minecraft Movie,2025,"Action,Adventure,Comedy",Jared Hess,5.9,70024,0.1463295205633868,876236010
44,7435,tt18926098,VidaaMuyarchi,2025,"Action,Crime,Drama",Magizh Thirumeni,6.3,22132,0.0493849062388922,
45,5840,tt31712434,Sikandar,2025,"Action,Drama,Thriller",A.R. Murugadoss,4.3,48440,0.0737743875155369,3025428
46,2281,tt13654226,The Gorge,2025,"Action,Adventure,Horror",Scott Derrickson,6.7,111957,0.2656801316930833,
47,4717,tt31193180,Sinners,2025,"Action,Drama,Horror",Ryan Coogler,8.2,35214,0.1022732918795314,244603597
48,4265,tt27459160,Teri Baaton Mein Aisa Uljha Jiya,2024,"Comedy,Drama,Romance","Amit Joshi,Aradhana Sah",6.2,54081,0.1187597912431206,
49,6980,tt13186604,Uglies,2024,"Action,Adventure,Drama",McG,4.7,32773,0.0545565725501673,
50,4744,tt26745657,Madgaon Express,2024,"Comedy,Drama",Kunal Kemmu,7.0,40884,0.1013641638387287,
51,4742,tt26470109,Oddity,2024,"Horror,Thriller",Damian Mc Carthy,6.7,42749,0.1014457331810214,
52,10924,tt26233598,Raayan,2024,"Action,Crime,Drama",Dhanush,6.5,10940,0.0251862610961046,
53,5743,tt8521778,Bob Marley: One Love,2024,"Biography,Drama,Music",Reinaldo Marcus Green,6.2,34567,0.0759077994841247,180916602
54,9603,tt14764464,Code 8: Part II,2024,"Action,Crime,Drama",Jeff Chan,5.7,15850,0.0319990544048316,
55,5839,tt15574270,I Saw the TV Glow,2024,"Drama,Mystery",Jane Schoenbrun,5.8,35948,0.0738474917806225,
56,6032,tt21051906,A Family Affair,2024,"Comedy,Drama,Romance",Richard LaGravenese,5.4,36562,0.0699289048271298,
57,7655,tt28249919,Presence,2024,"Drama,Horror,Thriller",Steven Soderbergh,6.1,21727,0.0469421116368148,
58,4116,tt27744786,Shaitaan,2024,"Drama,Horror,Thriller",Vikas Bahl,6.5,54405,0.1252521512736356,
59,8256,tt4996328,Ordinary Angels,2024,"Biography,Drama",Jon Gunn,7.4,15784,0.04136964694196,20571534
60,10049,tt31556612,We Will Dance Again,2024,Documentary,Yariv Mozer,7.6,10868,0.0292547401280092,
61,9215,tt14371860,Apartment 7A,2024,"Horror,Thriller",Natalie Erika James,5.9,16389,0.0342481793744051,
62,1430,tt23468450,Longlegs,2024,"Crime,Horror,Thriller",Osgood Perkins,6.6,185200,0.4329302582335909,127961936
63,6572,tt21188080,Lisa Frankenstein,2024,"Comedy,Horror,Romance",Zelda Williams,6.1,28079,0.0606658789823778,9927714
64,10022,tt27051027,Love Li,2024,"Drama,Romance",Chethan Keshav,6.4,12997,0.0294615855292204,
65,5883,tt15392282,Merry Christmas,2024,"Drama,Mystery,Thriller",Sriram Raghavan,6.9,29802,0.0728328867526953,
66,2074,tt11315808,Joker: Folie à Deux,2024,"Drama,Musical,Thriller",Todd Phillips,5.2,160469,0.2955476513221806,207500287
67,10327,tt15334030,Martin,2024,"Action,Drama,Thriller",A.P. Arjun,2.2,35786,0.0278848852072485,
68,344,tt6263850,Deadpool & Wolverine,2024,"Action,Adventure,Comedy",Shawn Levy,7.6,491728,1.3236450914304134,1338073645
69,6635,tt21261712,Back to Black,2024,"Biography,Drama,Music",Sam Taylor-Johnson,6.3,26638,0.0594395053493408,51026615
70,7787,tt13397574,Mothers' Instinct,2024,"Drama,Thriller",Benoît Delhomme,6.3,20496,0.04573436825738,
71,9020,tt15939198,Blitz,2024,"Action,Drama,History",Steve McQueen,6.2,16162,0.0354911289745255,
72,9454,tt20112746,Sting,2024,"Horror,Sci-Fi,Thriller",Kiah Roache-Turner,5.7,16275,0.0328570732137939,
73,11787,tt8066940,Indian 2,2024,"Action,Drama,Musical",S. Shankar,3.8,16382,0.0220487280445826,
74,2608,tt21823606,A Real Pain,2024,"Comedy,Drama",,7.1,91048,0.2289611414987312,24856027
75,7059,tt14088510,Tarot,2024,Horror,"Spenser Cohen,Anna Halberg",4.8,31524,0.0535939268036745,49256239
76,7900,tt19356262,Drive-Away Dolls,2024,"Action,Comedy,Thriller",Ethan Coen,5.4,23322,0.0446059274213205,
77,4088,tt26932223,Bhool Bhulaiyaa 3,2024,"Comedy,Fantasy,Horror",Anees Bazmee,4.6,77460,0.1262026129759475,
78,1257,tt5040012,Nosferatu,2024,"Fantasy,Horror,Mystery",Robert Eggers,7.2,193092,0.4924133286246253,181048937
79,2337,tt14539740,Godzilla x Kong: The New Empire,2024,"Action,Adventure,Fantasy",Adam Wingard,6.0,121564,0.2583385721181437,571850016
80,6197,tt13964390,Under Paris,2024,"Action,Drama,Horror",Xavier Gens,5.2,36230,0.0667274763811241,
81,7860,tt26658272,Amar Singh Chamkila,2024,"Biography,Drama,Music",Imtiaz Ali,7.8,16271,0.0449512600688905,
82,5686,tt26660021,Aavesham,2024,"Action,Comedy",Jithu Madhavan,7.8,27907,0.0770975855658858,
83,7697,tt21279806,Scoop,2024,"Biography,Drama",Philip Martin,6.5,20228,0.0465692586336385,
84,4250,tt5525650,The Goat Life,2024,"Adventure,Drama",Blessy,7.1,47390,0.1191730570207459,
85,8061,tt8310486,Miller's Girl,2024,"Comedy,Drama,Thriller",Jade Halley Bartlett,5.2,23380,0.0430606789343273,
86,5172,tt27540542,Lucky Baskhar,2024,"Crime,Drama,Thriller",Venky Atluri,8.0,31516,0.0893005433502837,
87,3752,tt11057302,Madame Web,2024,"Action,Adventure,Sci-Fi",S.J. Clarkson,4.0,100803,0.1428125820430678,100498764
88,6776,tt27802490,Exhuma,2024,"Drama,Horror,Mystery",Jang Jae-hyun,6.9,23378,0.0571333208007688,93874846
89,8867,tt23790740,Srikanth,2024,"Biography,Drama",Tushar Hiranandani,7.4,13928,0.0365050964652571,
90,4306,tt1896747,Fly Me to the Moon,2024,"Comedy,Romance",Greg Berlanti,6.6,49967,0.1168046771768781,42260534
91,6685,tt28082769,September 5,2024,"Drama,History,Thriller",Tim Fehlbaum,7.1,23305,0.0586057837912741,
92,4697,tt26625693,The Order,2024,"Crime,Drama,Thriller",Justin Kurzel,6.8,42725,0.1029020452292404,
93,7888,tt25434834,Viduthalai Part 2,2024,"Action,Crime,Drama",Vetrimaaran,7.9,15979,0.0447105189401179,
94,2805,tt8999762,The Brutalist,2024,Drama,Brady Corbet,7.4,79703,0.2089004669421592,50257472
95,1805,tt28015403,Heretic,2024,"Horror,Thriller","Scott Beck,Bryan Woods",7.0,137562,0.3410590232360632,59788342
96,9351,tt16227342,Mr. & Mrs. Mahi,2024,"Drama,Sport",Sharan Sharma,5.9,15969,0.0333705031685811,
97,8056,tt11821912,Devara Part 1,2024,"Action,Drama,Thriller",Koratala Siva,6.0,20301,0.0431421420204208,
98,11209,tt1723808,Reagan,2024,"Biography,Drama,History",Sean McNamara,6.1,11125,0.0240360377391984,30107173
99,10889,tt31193791,The Last Showgirl,2024,Drama,Gia Coppola,6.5,11000,0.0253243941551326,
100,2698,tt9214772,Monkey Man,2024,"Action,Crime,Thriller",Dev Patel,6.8,91555,0.2205078233110148,35271631
101,5035,tt26446278,The Count of Monte-Cristo,2024,"Action,Adventure,Drama","Alexandre de La Patellière,Matthieu Delaporte",7.6,34456,0.0927494779030812,78245902
102,10805,tt24577462,Afraid,2024,"Horror,Mystery,Sci-Fi",Chris Weitz,5.2,13951,0.0256945907533276,12977758
103,7273,tt29383379,Marco,2024,"Action,Crime,Drama",Haneef Adeni,6.8,21270,0.0512282387835212,
104,2819,tt4772188,Flow,2024,"Adventure,Animation,Family",Gints Zilbalodis,7.9,74191,0.2075923468731641,29942147
105,2172,tt26753003,Trap,2024,"Crime,Horror,Mystery",M. Night Shyamalan,5.8,137460,0.2823822248849553,83677281
106,8825,tt12964320,Role Play,2024,"Action,Comedy,Romance",Thomas Vincent,5.5,18948,0.0369112784962656,
107,197,tt15239678,Dune: Part Two,2024,"Action,Adventure,Drama",Denis Villeneuve,8.5,624671,1.8806297102222016,714644358
108,3972,tt11152168,IF,2024,"Animation,Comedy,Drama",,6.4,58081,0.1316579479204932,190535708
109,7090,tt12349832,Cuckoo,2024,"Horror,Mystery,Thriller",Tilman Singer,5.7,26340,0.0531769774778085,
110,8364,tt4196566,The Deliverance,2024,"Drama,Horror,Mystery",Lee Daniels,5.1,22387,0.0404388780552429,
111,2944,tt11563598,A Complete Unknown,2024,"Biography,Drama,Music",James Mangold,7.4,75505,0.1978975666721169,140263060
112,4456,tt23137904,Rebel Moon - Part Two: The Scargiver,2024,"Action,Adventure,Drama",Zack Snyder,5.3,59299,0.1113156590171695,
113,8170,tt30796448,The Greatest Night in Pop,2024,"Documentary,Music",Bao Nguyen,7.9,15062,0.0421446796593063,
114,5263,tt11097384,Spaceman,2024,"Adventure,Drama,Sci-Fi",Johan Renck,5.7,43045,0.0869021638394938,
115,11966,tt26757462,Hellboy: The Crooked Man,2024,"Action,Horror,Mystery",Brian Taylor,4.5,13488,0.0214977542327263,
116,8902,tt32178949,The Seed of the Sacred Fig,2024,"Crime,Drama,Thriller",Mohammad Rasoulof,7.6,13483,0.0362938591411436,
117,11654,tt27940442,Blackout,2024,"Comedy,Thriller",Devang Bhavsar,6.1,10418,0.0225085340374804,
118,8308,tt26758372,Meiyazhagan,2024,"Drama,Family",C. Prem Kumar,8.4,13737,0.0408699594556095,
119,3860,tt22408160,Kinds of Kindness,2024,"Comedy,Drama,Horror",Yorgos Lanthimos,6.5,59391,0.1367310084788622,16398509
120,7745,tt18272208,Here,2024,Drama,Robert Zemeckis,6.3,20674,0.0461315539301851,15899007
121,10567,tt27419292,Killer Heat,2024,"Crime,Drama,Mystery",Philippe Lacôte,5.6,13445,0.0266674725136817,
122,6157,tt14914430,Unfrosted,2024,"Biography,Comedy,History",,5.5,34715,0.0676258725458023,
123,2893,tt21235248,Ghostbusters: Frozen Empire,2024,"Adventure,Comedy,Fantasy",Gil Kenan,6.1,93475,0.2019567305772203,201967521
124,12462,tt28631109,Dharmaveer 2,2024,"Biography,Documentary,Drama",Pravin Tarde,5.4,10491,0.0200652081544067,
125,6737,tt1340094,The Crow,2024,"Action,Crime,Fantasy",Rupert Sanders,4.7,34731,0.0578160168809648,24109036
126,6380,tt10869778,Maidaan,2024,"Biography,Drama,History",Amit Ravindernath Sharma,7.9,22661,0.0634072889230873,
127,8955,tt10236164,The Girl with the Needle,2024,"Crime,Drama,History",Magnus von Horn,7.5,13525,0.0359278773721855,
128,3547,tt22048412,MaXXXine,2024,"Crime,Horror",Ti West,6.2,70214,0.1541872373355609,22057160
129,3836,tt8368368,The Apprentice,2024,"Biography,Drama,History",Ali Abbasi,7.1,54785,0.137769485732888,17274164
130,1642,tt21382296,Carry-On,2024,"Action,Crime,Thriller",Jaume Collet-Serra,6.5,165202,0.3803309602923841,
131,10117,tt14415204,Never Let Go,2024,"Horror,Thriller",Alexandre Aja,5.4,15128,0.0289339880811996,16573225
132,8400,tt23782584,Nr. 24,2024,"Biography,Drama,War",John Andreas Andersen,7.5,15121,0.0401674997223525,
133,4169,tt1660648,Ricky Stanicky,2024,Comedy,Peter Farrelly,6.2,56030,0.1230397201115373,
134,1691,tt3359350,Road House,2024,"Action,Drama,Thriller",Doug Liman,6.2,167733,0.3683352020965283,
135,1618,tt12584954,Twisters,2024,"Action,Adventure,Thriller",Lee Isaac Chung,6.5,168221,0.3872813553791429,372262265
136,2517,tt13622970,Moana 2,2024,"Adventure,Animation,Comedy","David G. Derrick Jr.,Jason Hand,None",6.6,101916,0.2382425496659538,1059242164
137,5776,tt32308617,Savi,2024,"Action,Crime,Drama",Abhinay Deo,6.1,34886,0.0753726932646901,
138,10523,tt13885428,Anweshippin Kandethum,2024,"Crime,Drama,Mystery",Darwin Kuriakose,7.4,10262,0.0268965608792697,
139,10283,tt32495687,Sookshma Darshini,2024,"Comedy,Mystery,Thriller",Mc Jithin,7.8,10165,0.0280824509003916,
140,3636,tt13186482,Mufasa: The Lion King,2024,"Adventure,Animation,Drama",Barry Jenkins,6.6,63468,0.1483651059911962,672737639
141,7821,tt27487934,The Greatest of All Time,2024,"Action,Thriller",Venkat Prabhu,5.7,22484,0.0453922232957876,
142,8856,tt22050754,The Strangers: Chapter 1,2024,Horror,Renny Harlin,4.6,22480,0.0366258035076078,48166448
143,8705,tt11687002,The Outrun,2024,Drama,Nora Fingscheidt,6.9,15465,0.0377947987930485,
144,9247,tt31514262,Wild Wild Punjab,2024,"Comedy,Romance",Simarpreet Singh,6.2,15478,0.0339890913418949,
145,6426,tt24458622,The Six Triple Eight,2024,"Drama,History,War",Tyler Perry,6.7,26428,0.0627151006224247,
146,9395,tt30852970,Lover Stalker Killer,2024,"Crime,Documentary",Sam Hobkinson,7.0,13369,0.0331459129820948,
147,4234,tt19864802,Land of Bad,2024,"Action,Thriller",William Eubank,6.6,51282,0.1198786690212473,
148,7290,tt33175825,Attack on Titan the Movie: The Last Attack,2024,"Action,Adventure,Animation",Yûichirô Hayashi,9.2,15676,0.0510806135040266,20525524
149,10730,tt23475174,Sarfira,2024,Drama,Sudha Kongara,6.9,10663,0.0260592266104285,
150,12329,tt22173666,Azrael,2024,"Action,Horror",E.L. Katz,5.4,10675,0.0204171286863303,
151,3734,tt7510222,Despicable Me 4,2024,"Adventure,Animation,Comedy","Chris Renaud,Patrick Delage",6.2,65431,0.1436839537144029,969553884
152,4130,tt11976134,Singham Again,2024,"Action,Crime,Drama",Rohit Shetty,4.7,74892,0.1246712486323233,
153,10208,tt21284218,Incoming,2024,Comedy,"None,None",5.8,13857,0.0284662482920909,
154,2436,tt29268110,Smile 2,2024,"Horror,Mystery,Thriller",Parker Finn,6.7,104655,0.2483520832314159,138128854
155,13388,tt21469794,Space Cadet,2024,Comedy,,5.0,10039,0.0177784330715648,
156,1999,tt14961016,I'm Still Here,2024,"Biography,Drama,History",Walter Salles,8.3,104774,0.3080098742327541,35942663
157,11164,tt28510079,Culpa Tuya,2024,"Drama,Romance",,5.2,13151,0.024221171457029,
158,9180,tt4501268,Maharaj,2024,"Biography,Crime,Drama",Siddharth P Malhotra,6.5,14944,0.0344043405685729,
159,1271,tt28607951,Anora,2024,"Comedy,Drama,Romance",Sean Baker,7.5,183160,0.486547136376304,59574302
160,11870,tt12930350,My Spy: The Eternal City,2024,"Action,Comedy",Peter Segal,5.7,10782,0.0217674324664286,
161,2485,tt14858658,Blink Twice,2024,"Mystery,Thriller",,6.5,105255,0.2423199187998626,48093906
162,7889,tt22939186,Arcadian,2024,"Action,Drama,Horror",Benjamin Brewer,5.5,22948,0.044703399774768,
163,10896,tt9860566,Brothers,2024,"Action,Comedy,Crime",Max Barbakow,5.4,13231,0.0253057639015304,
164,3105,tt15009428,Argylle,2024,"Action,Comedy,Thriller",Matthew Vaughn,5.6,92537,0.1835424249905966,96221061
165,6660,tt10128846,Megalopolis,2024,"Drama,Fantasy,Sci-Fi",Francis Ford Coppola,4.7,35468,0.059042886376265,14387154
166,13682,tt16253418,No Way Up,2024,"Action,Adventure,Drama",Claudio Fäh,4.6,10509,0.0171219114351179,
167,13647,tt32368345,The Merry Gentlemen,2024,"Comedy,Musical,Romance",Peter Sullivan,4.8,10102,0.0171744019975485,
168,1311,tt29623480,The Wild Robot,2024,"Animation,Sci-Fi",,8.2,162829,0.472910144926797,333165945
169,4595,tt8790086,Kraven the Hunter,2024,"Action,Adventure,Thriller",J.C. Chandor,5.5,54740,0.1066351796963047,62076533
170,6931,tt27196021,Small Things Like These,2024,"Drama,History",Tim Mielants,6.8,22872,0.0550866138907709,13055790
171,4369,tt13818368,Fighter,2024,"Action,Drama",Siddharth Anand,6.2,52084,0.1143744562250456,
172,11338,tt14056466,Yudhra,2024,"Action,Drama,Thriller",Ravi Udyawar,5.0,13297,0.0235481446909649,
173,6795,tt27995594,Munjya,2024,"Comedy,Horror",Aditya Sarpotdar,6.3,25464,0.0568198650129745,
174,7377,tt5822536,Paddington in Peru,2024,"Adventure,Animation,Comedy",Dougal Wilson,6.7,21179,0.0502589343152086,168699188
175,4918,tt14371878,Lift,2024,"Action,Comedy,Crime",F. Gary Gray,5.5,49291,0.0960203624846649,
176,3709,tt18259086,Sonic the Hedgehog 3,2024,"Action,Adventure,Comedy",Jeff Fowler,6.9,59187,0.1446466702983618,492162604
177,4463,tt14856980,Atlas,2024,"Action,Adventure,Drama",Brad Peyton,5.6,55996,0.1110652131555318,
178,4646,tt27028399,Murder Mubarak,2024,"Comedy,Horror,Mystery",Homi Adajania,5.8,51052,0.1048754353617542,
179,1905,tt5177120,The Ministry of Ungentlemanly Warfare,2024,"Action,Comedy,War",Guy Ritchie,6.8,134910,0.3249272070655782,29768915
180,5542,tt15433956,Hanu Man,2024,"Action,Adventure,Fantasy",Prasanth Varma,7.7,29274,0.0798372954074073,
181,5077,tt17163970,Wallace & Gromit: Vengeance Most Fowl,2024,"Adventure,Animation,Comedy","Merlin Crossingham,Nick Park",7.5,34454,0.0915237772259728,
182,11173,tt31747163,What Jennifer Did,2024,"Crime,Documentary",Jenny Popplewell,6.1,11204,0.0242067206139307,
183,4057,tt27131358,We Live in Time,2024,"Drama,Romance",John Crowley,7.0,51571,0.1278605638716143,57466742
184,964,tt18412256,Alien: Romulus,2024,"Horror,Sci-Fi,Thriller",Fede Alvarez,7.1,244541,0.61495460090547,350865342
185,718,tt17526714,The Substance,2024,"Drama,Horror,Sci-Fi",Coralie Fargeat,7.3,298044,0.7706128844822129,77316812
186,8058,tt24517830,Bad Newz,2024,"Comedy,Romance",Anand Tiwari,4.7,25895,0.0431069003810021,
187,5823,tt27657135,Saturday Night,2024,"Biography,Comedy,Drama",Jason Reitman,6.9,30346,0.0741623643177402,10055029
188,1557,tt20215234,Conclave,2024,"Drama,Thriller",Edward Berger,7.4,153155,0.4014171488466732,119635490
189,7611,tt8542964,Sleeping Dogs,2024,"Crime,Mystery,Thriller",Adam Cooper,6.2,21560,0.0473449288881803,
190,3928,tt19637052,Love Lies Bleeding,2024,"Action,Adventure,Crime",Rose Glass,6.6,56927,0.1330746264063911,12778225
191,6921,tt30889755,The Sabarmati Report,2024,"Crime,Drama,Thriller",,6.4,24379,0.055262290806868,
192,10440,tt32359447,Hot Frosty,2024,"Comedy,Fantasy,Romance",Jerry Ciccoritti,5.3,14580,0.0273694718034086,
193,6068,tt27729779,The Platform 2,2024,"Horror,Sci-Fi,Thriller",Galder Gaztelu-Urrutia,4.9,39895,0.0692384874631214,
194,6422,tt27056012,Khel Khel Mein,2024,"Comedy,Drama",Mudassar Aziz,6.5,27286,0.0628183108106318,
195,5578,tt26458038,Manjummel Boys,2024,"Adventure,Drama,Thriller",Chidambaram,8.2,27271,0.0792041501347959,
196,11593,tt29114029,The Tearsmith,2024,"Drama,Fantasy,Romance",Alessandro Genovesi,5.2,12341,0.0227293344195267,
197,3032,tt10655524,It Ends with Us,2024,"Drama,Romance",Justin Baldoni,6.3,85266,0.1902608627943875,351441044
198,7999,tt22893404,Maria,2024,"Biography,Drama,Music",Pablo Larraín,6.4,19235,0.0436018771758524,24670310
199,9183,tt30953759,No Other Land,2024,Documentary,"Yuval Abraham,Basel Adra,Hamdan Ballal,Rachel Szor",8.3,11695,0.0343804329237411,
200,7245,tt31522415,Sikandar Ka Muqaddar,2024,"Action,Crime,Drama",Neeraj Pandey,6.0,24233,0.051498129529622,
201,10897,tt20201748,Greedy People,2024,"Comedy,Crime",Potsy Ponciroli,6.2,11521,0.0252996718794399,
202,7812,tt9682428,Night Swim,2024,"Horror,Mystery,Thriller",Bryce McGuire,4.7,27314,0.0454690819465801,54768317
203,4706,tt27510174,Stree 2: Sarkate Ka Aatank,2024,"Comedy,Horror",Amar Kaushik,6.9,41988,0.1026141617667328,
204,7551,tt14753612,Swatantrya Veer Savarkar,2024,"Biography,Drama",Randeep Hooda,7.7,17564,0.0479012863474654,
205,7574,tt27367464,Kneecap,2024,"Comedy,Drama,Music",Rich Peppiatt,7.6,17722,0.0477044998664501,
206,10514,tt23853982,Parthenope,2024,"Drama,Fantasy",Paolo Sorrentino,6.6,11542,0.0269809991389422,11564598
207,5917,tt14260836,Better Man,2024,"Biography,Fantasy,Music",Michael Gracey,7.6,26777,0.0720789636002671,22541033
208,4746,tt12610390,The Union,2024,"Action,Comedy,Thriller",Julian Farino,5.4,52949,0.1012708708957852,
209,6411,tt21830902,Upgraded,2024,"Comedy,Romance",Carlson Young,6.1,29171,0.063025191630576,
210,3871,tt8864596,Transformers One,2024,"Action,Adventure,Animation",,7.6,50558,0.1360932233522167,129408392
211,1016,tt17279496,Civil War,2024,"Action,Thriller",Alex Garland,7.0,236994,0.5875819059973507,127337886
212,11371,tt20194882,Lonely Planet,2024,"Drama,Romance",,5.7,11612,0.0234430927286375,
213,7252,tt30321146,In a Violent Nature,2024,"Drama,Horror,Thriller",Chris Nash,5.6,25917,0.051405049099077,
214,9427,tt15980138,Kishkindha Kaandam,2024,"Drama,Mystery,Thriller",Dinjith Ayyathan,8.0,11643,0.0329904247438556,
215,2596,tt4919268,Bad Boys: Ride or Die,2024,"Action,Adventure,Comedy","Adil El Arbi,Bilall Fallah",6.5,100024,0.2302770182702717,404550184
216,9679,tt5834874,Trigger Warning,2024,"Action,Crime,Thriller",Mouly Surya,4.6,19366,0.0315522825057087,
217,2541,tt13452446,Damsel,2024,"Action,Adventure,Fantasy",Juan Carlos Fresnadillo,6.1,109550,0.2366874547711633,
218,9831,tt22004344,Snack Shack,2024,Comedy,Adam Rehmeier,7.0,12326,0.0305599912796245,
219,1688,tt11389872,Kingdom of the Planet of the Apes,2024,"Action,Adventure,Drama",Wes Ball,6.9,151467,0.3701690778394238,397378150
220,11177,tt27218960,Y2K,2024,"Comedy,Horror,Sci-Fi",,4.8,14233,0.0241975117433288,
221,4832,tt14577874,It's What's Inside,2024,"Comedy,Mystery,Sci-Fi",Greg Jardin,6.6,42118,0.0984565692023887,
222,1847,tt13433802,A Quiet Place: Day One,2024,"Drama,Horror,Sci-Fi",Michael Sarnoski,6.3,149872,0.3344214109811702,261907653
223,3030,tt14257582,Wolfs,2024,"Crime,Thriller",Jon Watts,6.5,82758,0.1905269283173153,
224,9021,tt2396431,Dear Santa,2024,"Comedy,Fantasy",Bobby Farrelly,5.4,18556,0.0354904205998638,
225,7756,tt23055660,Nickel Boys,2024,Drama,RaMell Ross,7.0,18568,0.0460358525133919,
226,2526,tt27534307,Speak No Evil,2024,"Drama,Horror,Thriller",James Watkins,6.8,98614,0.2375092402161806,76756109
227,9362,tt14857528,Time Cut,2024,"Horror,Mystery,Sci-Fi",Hannah Macpherson,5.0,18818,0.0333254859588312,
