,Unnamed: 0,index,tconst,primaryTitle,startYear,genres,directorNames,averageRating,numRatings,weightedRating,releaseDate,poster
0,8827,8827,tt32558992,Heart Eyes,2025,"Comedy,Horror,Mystery",Josh Ruben,6.1,17082,0.0369063907111,2025-02-06,/ebqttF1Vjgde6uSFBEw9mta7Hd3.jpg
1,5891,5891,tt29603959,Novocaine,2025,"Action,Comedy,Thriller","Dan Berk,Robert Olsen",6.5,31545,0.072623455783969,2025-03-12,/xmMHGz9dVRaMY6rRAlEX4W0Wdhm.jpg
2,12386,12386,tt34604827,Fire,2025,Crime,Jsk Satish Kumar,5.5,10403,0.020265359415065,2025-02-14,/4Nf52vNlQNJpSt2uFodMCdz99Dy.jpg
3,5507,5507,tt30988739,Black Bag,2025,"Drama,Mystery,Romance",Steven Soderbergh,6.8,33409,0.080464702845259,2025-03-12,/hHPovtU4b96LHcoeEwRkGHI5btw.jpg
4,9894,9894,tt34956443,Ne Zha 2,2025,"Action,Adventure,Animation",Yu Yang,8.2,10405,0.0302196172546863,2025-01-29,/5lUmWTGkEcYnXujixXn31o9q2T0.jpg
5,10081,10081,tt23476986,G20,2025,"Action,Thriller",Patricia Riggen,5.1,16106,0.0290931598676795,2025-04-10,/wv6oWAleCJZUk5htrGg413t3GCy.jpg
6,5621,5621,tt27922706,Chhaava,2025,"Action,Drama,History",Laxman Utekar,7.4,29885,0.0783281740281599,2025-02-14,/ubRsrzb6NRW8YhVTJ6jG1kpNvCi.jpg
7,9207,9207,tt31434639,Warfare,2025,"Action,Drama,War","Alex Garland,None",7.9,12249,0.0342736808622257,2025-04-09,/j8tqBXwH2PxBPzbtO19BTF9Ukbf.jpg
8,8186,8186,tt32730754,Chasing the Wind,2025,"Drama,Romance",Engin Erden,6.2,19132,0.042013134484632,2025-01-09,/pg6sFi0pv8cPelkJGLZqmUxh24F.jpg
9,7664,7664,tt9150192,A Working Man,2025,"Action,Thriller",David Ayer,5.8,22829,0.0468973069394634,2025-03-26,/6FRFIogh3zFnVWn7Z6zcYnIbRcX.jpg
10,7277,7277,tt14209618,Game Changer,2025,"Action,Drama,Thriller",S. Shankar,5.3,27270,0.0511910491137829,2025-01-09,/qtOGsZoLW7QceqKmsOy5nSM6Aik.jpg
11,8765,8765,tt30798612,Crazxy,2025,Thriller,Girish Kohli,7.0,15045,0.0373012387475216,2025-02-28,/t5dni7rxQCarDgQWaOpma7oOcGq.jpg
12,10014,10014,tt32080876,Dragon,2025,"Comedy,Drama,Romance",Ashwath Marimuthu,7.9,10553,0.0295281373286854,2025-02-21,/vKNJPuejtE6Xrp6RK6LKsQcbL8L.jpg
13,7865,7865,tt10078772,Flight Risk,2025,"Action,Crime,Drama",Mel Gibson,5.2,24382,0.0449061366029414,2025-01-22,/q0bCG4NX32iIEsRFZqRtuvzNCyZ.jpg
14,7495,7495,tt21227864,You're Cordially Invited,2025,Comedy,Nicholas Stoller,5.5,24965,0.0486325769294528,2025-01-29,/muXnwAdVdEEktto0NBNMyqK3uQH.jpg
15,14745,14745,tt30422937,Nadaaniyan,2025,"Drama,Romance",Shauna Gautam,2.9,14594,0.0149901287282519,2025-03-01,/vQsGkLx68lmAdGwNapaaq3qqwKn.jpg
16,11187,11187,tt31190632,October 8,2025,Documentary,Wendy Sachs,4.3,15858,0.0241518215776503,2024-11-01,/2Whyyl2PAeR8zA4pqBVBJrBY5CZ.jpg
17,12347,12347,tt21279420,Emergency,2025,"Biography,Drama,History",Kangana Ranaut,5.2,11052,0.0203552875783655,2025-01-17,/yp5eg70g6LaZoBiApOv9oerzvvX.jpg
18,8443,8443,tt33305312,Borbaad,2025,"Action,Romance,Thriller",Mehedi Hassan Hridoy,7.5,15011,0.0398752951744087,2025-03-31,/jpvptCCkoF85hZL3xd6olSAg8qc.jpg
19,10442,10442,tt32221196,One of Them Days,2025,Comedy,Lawrence Lamont,6.6,11702,0.0273550209603103,2025-01-16,/ccn6bFUA5DECjA3Lo0CuJqGNQCv.jpg
20,7533,7533,tt2172954,The Life List,2025,"Comedy,Drama,Romance",Adam Brooks,6.9,19704,0.0481544594515505,2025-03-27,/5fg98cVo7da7OIK45csdLSd4NaU.jpg
21,2970,2970,tt6208148,Snow White,2025,"Adventure,Family,Fantasy",Marc Webb,1.6,344937,0.1954757045412922,2025-03-19,/oLxWocqheC8XbXbxqJ3x422j9PW.jpg
22,7155,7155,tt4216984,Wolf Man,2025,Horror,,5.6,26474,0.0525098302214363,2025-01-15,/wpSDzTBfF0Eeo5lzu2w9FTujGqd.jpg
23,9839,9839,tt31116092,14 Days: Girlfriend Intlo,2025,Comedy,Sriharsha Manne,7.4,11647,0.0305266268330593,2025-03-07,/4yFSguM1ZWfEhH3nm8Iizkvwgjg.jpg
24,10859,10859,tt30253036,Kinda Pregnant,2025,"Comedy,Drama",Tyler Spindel,4.9,14673,0.0254652544566081,2025-02-04,/k2Lq3rCJ7P9gk5Df9of9kqr9IJM.jpg
25,12468,12468,tt9603060,Star Trek: Section 31,2025,"Action,Adventure,Drama",Olatunde Osunsanmi,3.8,14893,0.0200446652892179,2025-01-15,/sqiCinCzUGlzQiFytS30N1nO3Pt.jpg
26,6734,6734,tt27852049,Deva,2025,"Action,Crime,Drama",Rosshan Andrrews,6.8,24020,0.0578515418702482,2025-01-31,/qxtXzAlEPxmjHILU8k8wduvBSdo.jpg
27,2354,2354,tt12299608,Mickey 17,2025,"Adventure,Comedy,Fantasy",Bong Joon Ho,6.9,105087,0.2568213398490201,2025-02-28,/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg
28,7202,7202,tt32063050,Bridget Jones: Mad About the Boy,2025,"Comedy,Drama,Romance",Michael Morris,6.7,21931,0.052043471762918,2025-02-12,/taEVBdVSqYo9YeN3ycw2SosklZL.jpg
29,9430,9430,tt0899043,The Amateur,2025,"Action,Thriller",James Hawes,6.7,13895,0.0329736008456406,2025-04-09,/SNEoUInCa5fAgwuEBMIMBGvkkh.jpg
30,8828,8828,tt14403504,Last Breath,2025,"Drama,Thriller",Alex Parkinson,6.6,15781,0.0368902397688137,2025-02-27,/w04Xg5Bnqj7ECdCxTsHgqK6AtJW.jpg
31,2758,2758,tt26584495,Companion,2025,"Sci-Fi,Thriller",Drew Hancock,7.0,86594,0.2146934840879287,2025-01-22,/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg
32,9158,9158,tt32284154,Rekhachithram,2025,"Drama,Mystery,Thriller",Jofin T. Chacko,8.0,12221,0.0346281869616644,2025-01-09,/ulIAyiSVQZL1Ov6K2Tjf6wPlzFi.jpg
33,12343,12343,tt3045628,Holland,2025,Thriller,Mimi Cave,5.0,11502,0.0203693133966668,2025-03-09,/39jIr3A4ScUeGxFdMeARYKNxTgU.jpg
34,2888,2888,tt14513804,Captain America: Brave New World,2025,"Action,Adventure,Sci-Fi",Julius Onah,5.8,98530,0.2024088507050389,2025-02-12,/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg
35,20940,20940,tt35295730,A Business Proposal,2025,"Comedy,Drama,Romance",Rako Prijanto,1.0,22468,0.0079578809493359,2025-02-06,/gBmx0CQo3NZVjnG6chA2euM1L5Q.jpg
36,4399,4399,tt21191806,Back in Action,2025,"Action,Comedy",Seth Gordon,5.9,54198,0.1132578452458362,2025-01-15,/3L3l6LsiLGHkTG4RFB2aBA6BttB.jpg
37,8157,8157,tt27679608,Fateh,2025,"Action,Crime,Thriller",Sonu Sood,6.3,18942,0.0422668034509803,2025-01-10,/cw8DitAELYtWSD1P8yd0hzufVHj.jpg
38,12248,12248,tt35217961,Baida,2025,"Adventure,Sci-Fi,Thriller",Puneet Sharma,5.7,10242,0.0206772438621,2025-03-21,/op8Edzg2xHeGiprxJDFUt1OdJfh.jpg
39,5386,5386,tt27714946,The Monkey,2025,Horror,Osgood Perkins,6.0,39308,0.083534373604192,2025-02-14,/yYa8Onk9ow7ukcnfp2QWVvjWYel.jpg
40,10431,10431,tt27056066,Sky Force,2025,"Action,Thriller","Abhishek Anil Kapur,Sandeep Kewlani",6.9,11217,0.0274131431013013,2025-01-24,/pmtev9YTlIRDo25G7lN8dzyoszn.jpg
41,6689,6689,tt8008948,Den of Thieves: Pantera,2025,"Action,Crime,Drama",Christian Gudegast,6.3,26226,0.0585201767134098,2025-01-08,/rxcyxxarD17xMliStDEhM6y2AYQ.jpg
42,4046,4046,tt7766378,The Electric State,2025,"Action,Adventure,Comedy","Anthony Russo,Joe Russo",5.9,61391,0.1282890951231989,2025-03-07,/sI2NiMU8o65hmIMY0JI9CjJ0p7f.jpg
43,3678,3678,tt3566834,A Minecraft Movie,2025,"Action,Adventure,Comedy",Jared Hess,5.9,70024,0.1463295205633868,2025-03-31,/iPPTGh2OXuIv6d7cwuoPkw8govp.jpg
44,7435,7435,tt18926098,VidaaMuyarchi,2025,"Action,Crime,Drama",Magizh Thirumeni,6.3,22132,0.0493849062388922,2025-02-06,/yx7AYFLoupzBfdfEAlDFuOiei2A.jpg
45,5840,5840,tt31712434,Sikandar,2025,"Action,Drama,Thriller",A.R. Murugadoss,4.3,48440,0.0737743875155369,2025-03-29,/41s42CRXafa3OuRGvCtfYPEBmse.jpg
46,2281,2281,tt13654226,The Gorge,2025,"Action,Adventure,Horror",Scott Derrickson,6.7,111957,0.2656801316930833,2025-02-13,/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg
47,4717,4717,tt31193180,Sinners,2025,"Action,Drama,Horror",Ryan Coogler,8.2,35214,0.1022732918795314,2025-04-16,/jYfMTSiFFK7ffbY2lay4zyvTkEk.jpg
48,4265,4265,tt27459160,Teri Baaton Mein Aisa Uljha Jiya,2024,"Comedy,Drama,Romance","Amit Joshi,Aradhana Sah",6.2,54081,0.1187597912431206,2024-02-09,/8swhiVilkhtQHk5l4aPAuxxnUEt.jpg
49,6980,6980,tt13186604,Uglies,2024,"Action,Adventure,Drama",McG,4.7,32773,0.0545565725501673,2024-09-12,/jaUu9zHtbcFwrB5Y1DNYE09HMex.jpg
50,4744,4744,tt26745657,Madgaon Express,2024,"Comedy,Drama",Kunal Kemmu,7.0,40884,0.1013641638387287,2024-03-22,/A7ADiZb78s9EFosa4GgEq1fyK8G.jpg
51,4742,4742,tt26470109,Oddity,2024,"Horror,Thriller",Damian Mc Carthy,6.7,42749,0.1014457331810214,2024-07-19,/3Z9c1tbUhP0QruRjczPHnbx3U2D.jpg
52,10924,10924,tt26233598,Raayan,2024,"Action,Crime,Drama",Dhanush,6.5,10940,0.0251862610961046,2024-07-26,/dHMbqpG7vZk1iEJaEkCCyixFbos.jpg
53,5743,5743,tt8521778,Bob Marley: One Love,2024,"Biography,Drama,Music",Reinaldo Marcus Green,6.2,34567,0.0759077994841247,2024-02-14,/tn6fGquvQXzUsbSIWg1OV2GBMNW.jpg
54,9603,9603,tt14764464,Code 8: Part II,2024,"Action,Crime,Drama",Jeff Chan,5.7,15850,0.0319990544048316,2024-02-27,/h89INyaoH16CdlT7q7BtKikIFRy.jpg
55,5839,5839,tt15574270,I Saw the TV Glow,2024,"Drama,Mystery",Jane Schoenbrun,5.8,35948,0.0738474917806225,2024-05-03,/hS4GYkYpN1rfl4GIxyc02sCyfAj.jpg
56,6032,6032,tt21051906,A Family Affair,2024,"Comedy,Drama,Romance",Richard LaGravenese,5.4,36562,0.0699289048271298,2024-06-27,/l0CaVyqnTsWwNd4hWsrLNEk1Wjd.jpg
57,7655,7655,tt28249919,Presence,2024,"Drama,Horror,Thriller",Steven Soderbergh,6.1,21727,0.0469421116368148,2025-01-16,/hZ8dTeBzigV5SVgwG1ikSROAFiS.jpg
58,4116,4116,tt27744786,Shaitaan,2024,"Drama,Horror,Thriller",Vikas Bahl,6.5,54405,0.1252521512736356,2024-03-08,/oRvFzcagAcC6Q317xtV7QXzwBnj.jpg
59,8256,8256,tt4996328,Ordinary Angels,2024,"Biography,Drama",Jon Gunn,7.4,15784,0.04136964694196,2024-02-22,/wdi9kEU4W2UeBTtdqOPZISGMtDR.jpg
60,10049,10049,tt31556612,We Will Dance Again,2024,Documentary,Yariv Mozer,7.6,10868,0.0292547401280092,2024-08-23,/A80B9mX3mDtHray9DraXteQAqgU.jpg
61,9215,9215,tt14371860,Apartment 7A,2024,"Horror,Thriller",Natalie Erika James,5.9,16389,0.0342481793744051,2024-09-20,/uipHKJHY1nNEQyprXjfNzH0GIOF.jpg
62,1430,1430,tt23468450,Longlegs,2024,"Crime,Horror,Thriller",Osgood Perkins,6.6,185200,0.4329302582335909,2024-07-10,/1EwNyiiNFd863H4e8nWEzutnZD7.jpg
63,6572,6572,tt21188080,Lisa Frankenstein,2024,"Comedy,Horror,Romance",Zelda Williams,6.1,28079,0.0606658789823778,2024-02-07,/jAW7ZdIm4HLKB3g15uMOWYNdU8r.jpg
64,10022,10022,tt27051027,Love Li,2024,"Drama,Romance",Chethan Keshav,6.4,12997,0.0294615855292204,2024-06-14,/hSWOvggVbTpkYSzolnx2ns4Efoj.jpg
65,5883,5883,tt15392282,Merry Christmas,2024,"Drama,Mystery,Thriller",Sriram Raghavan,6.9,29802,0.0728328867526953,2024-01-12,/2vyfH2FfDC8Du1mwaULUIOPd1ho.jpg
66,2074,2074,tt11315808,Joker: Folie à Deux,2024,"Drama,Musical,Thriller",Todd Phillips,5.2,160469,0.2955476513221806,2024-10-01,/zPOOyw6HBb5Qo6uaWJ5UxrBR6Ll.jpg
67,10327,10327,tt15334030,Martin,2024,"Action,Drama,Thriller",A.P. Arjun,2.2,35786,0.0278848852072485,2024-10-11,/bYe2ZjUhb4Kje0BpWE6kN34u2hv.jpg
68,344,344,tt6263850,Deadpool & Wolverine,2024,"Action,Adventure,Comedy",Shawn Levy,7.6,491728,1.3236450914304134,2024-07-24,/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg
69,6635,6635,tt21261712,Back to Black,2024,"Biography,Drama,Music",Sam Taylor-Johnson,6.3,26638,0.0594395053493408,2024-04-11,/xHQEeUT3Ac4fTY72UeNrI75xLtE.jpg
70,7787,7787,tt13397574,Mothers' Instinct,2024,"Drama,Thriller",Benoît Delhomme,6.3,20496,0.04573436825738,2024-01-11,/xscMEP5VsvCLxFvrDQD84biWsLA.jpg
71,9020,9020,tt15939198,Blitz,2024,"Action,Drama,History",Steve McQueen,6.2,16162,0.0354911289745255,2024-11-01,/e9tyjbF2rugENtBolTtEhHOXgzD.jpg
72,9454,9454,tt20112746,Sting,2024,"Horror,Sci-Fi,Thriller",Kiah Roache-Turner,5.7,16275,0.0328570732137939,2024-04-12,/97XZtLd461e5e0WBIBJREK1lzqC.jpg
73,11787,11787,tt8066940,Indian 2,2024,"Action,Drama,Musical",S. Shankar,3.8,16382,0.0220487280445826,2024-07-12,/fPoiIfqmVfNYZRVUtfTSyuAj8Tw.jpg
74,2608,2608,tt21823606,A Real Pain,2024,"Comedy,Drama",,7.1,91048,0.2289611414987312,2024-11-01,/67xRIXm5TxXRT4nV2V4AEJ9yq2d.jpg
75,7059,7059,tt14088510,Tarot,2024,Horror,"Spenser Cohen,Anna Halberg",4.8,31524,0.0535939268036745,2024-05-01,/gAEUXC37vl1SnM7PXsHTF23I2vq.jpg
76,7900,7900,tt19356262,Drive-Away Dolls,2024,"Action,Comedy,Thriller",Ethan Coen,5.4,23322,0.0446059274213205,2024-02-22,/6QPKmqntFgLm6sB47AtSelEGGPM.jpg
77,4088,4088,tt26932223,Bhool Bhulaiyaa 3,2024,"Comedy,Fantasy,Horror",Anees Bazmee,4.6,77460,0.1262026129759475,2024-11-01,/3AfHD1HoaQpQwKH8kxRdBKVmzeU.jpg
78,1257,1257,tt5040012,Nosferatu,2024,"Fantasy,Horror,Mystery",Robert Eggers,7.2,193092,0.4924133286246253,2024-12-25,/5qGIxdEO841C0tdY8vOdLoRVrr0.jpg
79,2337,2337,tt14539740,Godzilla x Kong: The New Empire,2024,"Action,Adventure,Fantasy",Adam Wingard,6.0,121564,0.2583385721181437,2024-03-27,/z1p34vh7dEOnLDmyCrlUVLuoDzd.jpg
80,6197,6197,tt13964390,Under Paris,2024,"Action,Drama,Horror",Xavier Gens,5.2,36230,0.0667274763811241,2024-06-04,/qZPLK5ktRKa3CL4sKRZtj8UlPYc.jpg
81,7860,7860,tt26658272,Amar Singh Chamkila,2024,"Biography,Drama,Music",Imtiaz Ali,7.8,16271,0.0449512600688905,2024-04-12,/t9wSGgaPfbGUBBlne7xw8GaArvu.jpg
82,5686,5686,tt26660021,Aavesham,2024,"Action,Comedy",Jithu Madhavan,7.8,27907,0.0770975855658858,2024-04-11,/k5RWPaNjgRcNvGoawYaQHQwyctI.jpg
83,7697,7697,tt21279806,Scoop,2024,"Biography,Drama",Philip Martin,6.5,20228,0.0465692586336385,2024-03-27,/ib3H2ZSeVRTAmd7EtGWV31LswaZ.jpg
84,4250,4250,tt5525650,The Goat Life,2024,"Adventure,Drama",Blessy,7.1,47390,0.1191730570207459,2024-03-28,/l7z3Skv1xLASnUt0whC4IInaXt0.jpg
85,8061,8061,tt8310486,Miller's Girl,2024,"Comedy,Drama,Thriller",Jade Halley Bartlett,5.2,23380,0.0430606789343273,2024-01-18,/ieU0zUj7WhE0GrgpgofRH0sNjbI.jpg
86,5172,5172,tt27540542,Lucky Baskhar,2024,"Crime,Drama,Thriller",Venky Atluri,8.0,31516,0.0893005433502837,2024-10-30,/a47JQFl9L7VDa79tEvnTOJe0rPa.jpg
87,3752,3752,tt11057302,Madame Web,2024,"Action,Adventure,Sci-Fi",S.J. Clarkson,4.0,100803,0.1428125820430678,2024-02-14,/rULWuutDcN5NvtiZi4FRPzRYWSh.jpg
88,6776,6776,tt27802490,Exhuma,2024,"Drama,Horror,Mystery",Jang Jae-hyun,6.9,23378,0.0571333208007688,2024-02-22,/6dasJ58GGFcC62H9KuukAryltUp.jpg
89,8867,8867,tt23790740,Srikanth,2024,"Biography,Drama",Tushar Hiranandani,7.4,13928,0.0365050964652571,2024-05-10,/nkWF1jIMQqWZSShNTAdBUqrdFsZ.jpg
90,4306,4306,tt1896747,Fly Me to the Moon,2024,"Comedy,Romance",Greg Berlanti,6.6,49967,0.1168046771768781,2024-07-10,/gjk8YdXpItoC1in53FCrZMFIuBx.jpg
91,6685,6685,tt28082769,September 5,2024,"Drama,History,Thriller",Tim Fehlbaum,7.1,23305,0.0586057837912741,2024-11-07,/3kcQOLwYKGPwyjiynFsvP8vHvRn.jpg
92,4697,4697,tt26625693,The Order,2024,"Crime,Drama,Thriller",Justin Kurzel,6.8,42725,0.1029020452292404,2024-12-05,/r3BPhDb45sy87kNV41Q1TwCL6BS.jpg
93,7888,7888,tt25434834,Viduthalai Part 2,2024,"Action,Crime,Drama",Vetrimaaran,7.9,15979,0.0447105189401179,2024-12-20,/pRofNEH4lnP9ZFUDrra01Ma81Vi.jpg
94,2805,2805,tt8999762,The Brutalist,2024,Drama,Brady Corbet,7.4,79703,0.2089004669421592,2024-12-20,/vP7Yd6couiAaw9jgMd5cjMRj3hQ.jpg
95,1805,1805,tt28015403,Heretic,2024,"Horror,Thriller","Scott Beck,Bryan Woods",7.0,137562,0.3410590232360632,2024-10-31,/fr96XzlzsONrQrGfdLMiwtQjott.jpg
96,9351,9351,tt16227342,Mr. & Mrs. Mahi,2024,"Drama,Sport",Sharan Sharma,5.9,15969,0.0333705031685811,2024-05-31,/x1v8Qzvp46WEpxoBFlqaGfSsAxw.jpg
97,8056,8056,tt11821912,Devara Part 1,2024,"Action,Drama,Thriller",Koratala Siva,6.0,20301,0.0431421420204208,2024-09-26,/1105WNYals12Va2f4F3VeBZdcWX.jpg
98,11209,11209,tt1723808,Reagan,2024,"Biography,Drama,History",Sean McNamara,6.1,11125,0.0240360377391984,2024-08-29,/o21NB4f5fNk1dtrRlyAmA0C0cb3.jpg
99,10889,10889,tt31193791,The Last Showgirl,2024,Drama,Gia Coppola,6.5,11000,0.0253243941551326,2024-12-13,/o70dV2jjGd6TmYTMOY9b34OLzDK.jpg
100,2698,2698,tt9214772,Monkey Man,2024,"Action,Crime,Thriller",Dev Patel,6.8,91555,0.2205078233110148,2024-04-03,/4lhR4L2vzzjl68P1zJyCH755Oz4.jpg
101,5035,5035,tt26446278,The Count of Monte-Cristo,2024,"Action,Adventure,Drama","Alexandre de La Patellière,Matthieu Delaporte",7.6,34456,0.0927494779030812,2024-06-28,/sAT1P3FGhtJ68anUyJScnMu8t1l.jpg
102,10805,10805,tt24577462,Afraid,2024,"Horror,Mystery,Sci-Fi",Chris Weitz,5.2,13951,0.0256945907533276,2024-08-28,/gUREuXCnJLVHsvKXDH9fgIcfM6e.jpg
103,7273,7273,tt29383379,Marco,2024,"Action,Crime,Drama",Haneef Adeni,6.8,21270,0.0512282387835212,2024-12-20,/il3ao5gcF6fZNqo1o9o7lusmEyU.jpg
104,2819,2819,tt4772188,Flow,2024,"Adventure,Animation,Family",Gints Zilbalodis,7.9,74191,0.2075923468731641,2024-08-29,/imKSymKBK7o73sajciEmndJoVkR.jpg
105,2172,2172,tt26753003,Trap,2024,"Crime,Horror,Mystery",M. Night Shyamalan,5.8,137460,0.2823822248849553,2024-07-31,/jwoaKYVqPgYemFpaANL941EF94R.jpg
106,8825,8825,tt12964320,Role Play,2024,"Action,Comedy,Romance",Thomas Vincent,5.5,18948,0.0369112784962656,2023-12-14,/7MhXiTmTl16LwXNPbWCmqxj7UxH.jpg
107,197,197,tt15239678,Dune: Part Two,2024,"Action,Adventure,Drama",Denis Villeneuve,8.5,624671,1.8806297102222016,2024-02-27,/6izwz7rsy95ARzTR3poZ8H6c5pp.jpg
108,3972,3972,tt11152168,IF,2024,"Animation,Comedy,Drama",,6.4,58081,0.1316579479204932,2024-05-08,/xbKFv4KF3sVYuWKllLlwWDmuZP7.jpg
109,7090,7090,tt12349832,Cuckoo,2024,"Horror,Mystery,Thriller",Tilman Singer,5.7,26340,0.0531769774778085,2024-08-02,/4bGP5cnSZbfBJfIidZNSEIKnav7.jpg
110,8364,8364,tt4196566,The Deliverance,2024,"Drama,Horror,Mystery",Lee Daniels,5.1,22387,0.0404388780552429,2024-08-16,/og1FteMFRInoQnlZeWqEn8XpXHh.jpg
111,2944,2944,tt11563598,A Complete Unknown,2024,"Biography,Drama,Music",James Mangold,7.4,75505,0.1978975666721169,2024-12-18,/llWl3GtNoXosbvYboelmoT459NM.jpg
112,4456,4456,tt23137904,Rebel Moon - Part Two: The Scargiver,2024,"Action,Adventure,Drama",Zack Snyder,5.3,59299,0.1113156590171695,2024-04-19,/95gnJZIk2rEkMO0Ch46x5CVjnms.jpg
113,8170,8170,tt30796448,The Greatest Night in Pop,2024,"Documentary,Music",Bao Nguyen,7.9,15062,0.0421446796593063,2024-01-19,/jDz4wFujk94tQP9Sx6EMKDULvkn.jpg
114,5263,5263,tt11097384,Spaceman,2024,"Adventure,Drama,Sci-Fi",Johan Renck,5.7,43045,0.0869021638394938,2024-02-23,/f46WvKEsBn98WJbPJcO47ZoKn6B.jpg
115,11966,11966,tt26757462,Hellboy: The Crooked Man,2024,"Action,Horror,Mystery",Brian Taylor,4.5,13488,0.0214977542327263,2024-08-29,/iz2GabtToVB05gLTVSH7ZvFtsMM.jpg
116,8902,8902,tt32178949,The Seed of the Sacred Fig,2024,"Crime,Drama,Thriller",Mohammad Rasoulof,7.6,13483,0.0362938591411436,2024-09-18,/ifOazNzv2cNJ5CQjMV7cPXG2Lmy.jpg
117,11654,11654,tt27940442,Blackout,2024,"Comedy,Thriller",Devang Bhavsar,6.1,10418,0.0225085340374804,2024-06-07,/3na9yLIz6j2Q44dzMEHWeSDg4Ef.jpg
118,8308,8308,tt26758372,Meiyazhagan,2024,"Drama,Family",C. Prem Kumar,8.4,13737,0.0408699594556095,2024-09-27,/ngDEH7YqVaMCAD4LpNxRl6ScJnw.jpg
119,3860,3860,tt22408160,Kinds of Kindness,2024,"Comedy,Drama,Horror",Yorgos Lanthimos,6.5,59391,0.1367310084788622,2024-05-30,/50lPmjIpDs8gKfgK7fPIeKzpllh.jpg
120,7745,7745,tt18272208,Here,2024,Drama,Robert Zemeckis,6.3,20674,0.0461315539301851,2024-10-30,/79euHUJJtfgeGU63ef38KtNjXEn.jpg
121,10567,10567,tt27419292,Killer Heat,2024,"Crime,Drama,Mystery",Philippe Lacôte,5.6,13445,0.0266674725136817,2024-09-25,/WiAEiqelck0NGWplhL5JQR12eg.jpg
122,6157,6157,tt14914430,Unfrosted,2024,"Biography,Comedy,History",,5.5,34715,0.0676258725458023,2024-04-30,/zxcpbkiyv81u1frI7b0f6qaYufE.jpg
123,2893,2893,tt21235248,Ghostbusters: Frozen Empire,2024,"Adventure,Comedy,Fantasy",Gil Kenan,6.1,93475,0.2019567305772203,2024-03-20,/e1J2oNzSBdou01sUvriVuoYp0pJ.jpg
124,12462,12462,tt28631109,Dharmaveer 2,2024,"Biography,Documentary,Drama",Pravin Tarde,5.4,10491,0.0200652081544067,2024-08-09,/m4SHtLoSfatigDMZxpsX8E7NuVH.jpg
125,6737,6737,tt1340094,The Crow,2024,"Action,Crime,Fantasy",Rupert Sanders,4.7,34731,0.0578160168809648,2024-08-21,/g8TbOXrNMuqq7AaKqdvqS2oG4ob.jpg
126,6380,6380,tt10869778,Maidaan,2024,"Biography,Drama,History",Amit Ravindernath Sharma,7.9,22661,0.0634072889230873,2024-04-10,/eKbAVKQf6choCfasNWuYoSTOPBP.jpg
127,8955,8955,tt10236164,The Girl with the Needle,2024,"Crime,Drama,History",Magnus von Horn,7.5,13525,0.0359278773721855,2024-09-06,/2xkyx8v9G3ePxe1IcFugFQkXHzQ.jpg
128,3547,3547,tt22048412,MaXXXine,2024,"Crime,Horror",Ti West,6.2,70214,0.1541872373355609,2024-07-04,/ArvoFK6nlouZRxYmtIOUzKIrg90.jpg
129,3836,3836,tt8368368,The Apprentice,2024,"Biography,Drama,History",Ali Abbasi,7.1,54785,0.137769485732888,2024-10-09,/zxA7bL9qOnU49NXIqpnyJlRvkqs.jpg
130,1642,1642,tt21382296,Carry-On,2024,"Action,Crime,Thriller",Jaume Collet-Serra,6.5,165202,0.3803309602923841,2024-12-05,/sjMN7DRi4sGiledsmllEw5HJjPy.jpg
131,10117,10117,tt14415204,Never Let Go,2024,"Horror,Thriller",Alexandre Aja,5.4,15128,0.0289339880811996,2024-09-18,/iwUoM3y77fov7bKyFMwpGMzRHyn.jpg
132,8400,8400,tt23782584,Nr. 24,2024,"Biography,Drama,War",John Andreas Andersen,7.5,15121,0.0401674997223525,2024-10-30,/rzsmKSFEsEWBLbJ968abffnfYZ7.jpg
133,4169,4169,tt1660648,Ricky Stanicky,2024,Comedy,Peter Farrelly,6.2,56030,0.1230397201115373,2024-03-07,/oJQdLfrpl4CQsHAKIxd3DJqYTVq.jpg
134,1691,1691,tt3359350,Road House,2024,"Action,Drama,Thriller",Doug Liman,6.2,167733,0.3683352020965283,2024-03-08,/fDEdtS4P0gJsxHDIt8dG8TR5dx1.jpg
135,1618,1618,tt12584954,Twisters,2024,"Action,Adventure,Thriller",Lee Isaac Chung,6.5,168221,0.3872813553791429,2024-07-10,/pjnD08FlMAIXsfOLKQbvmO0f0MD.jpg
136,2517,2517,tt13622970,Moana 2,2024,"Adventure,Animation,Comedy","David G. Derrick Jr.,Jason Hand,None",6.6,101916,0.2382425496659538,2024-11-21,/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg
137,5776,5776,tt32308617,Savi,2024,"Action,Crime,Drama",Abhinay Deo,6.1,34886,0.0753726932646901,2024-05-31,/adI8MKbKMViJe4KACtRhKufxNiv.jpg
138,10523,10523,tt13885428,Anweshippin Kandethum,2024,"Crime,Drama,Mystery",Darwin Kuriakose,7.4,10262,0.0268965608792697,2024-02-09,/zjNKLsXCEEZCzT1ZiJScvqVxevA.jpg
